Indexcd,Trddt,Clsindex,Retindex
000002,20030529,1641.781,0.010508
000002,20030530,1650.301,0.005189
000002,20030602,1650.770,0.000284
000002,20030603,1635.828,-0.009052
000002,20030604,1648.426,0.007701
000002,20030605,1629.699,-0.011361
000002,20030606,1611.540,-0.011143
000002,20030609,1602.416,-0.005662
000002,20030610,1611.345,0.005572
000002,20030611,1639.736,0.017619
000002,20030612,1635.798,-0.002402
000002,20030613,1640.788,0.003050
000002,20030616,1633.357,-0.004529
000002,20030617,1630.661,-0.001651
000002,20030618,1627.168,-0.002142
000002,20030619,1611.307,-0.009748
000002,20030620,1601.499,-0.006087
000002,20030623,1582.432,-0.011906
000002,20030624,1583.505,0.000678
000002,20030625,1572.633,-0.006866
000002,20030626,1586.750,0.008977
000002,20030627,1567.451,-0.012163
000002,20030630,1555.906,-0.007365
000002,20030701,1554.510,-0.000897
000002,20030702,1570.234,0.010115
000002,20030703,1575.272,0.003208
000002,20030704,1573.223,-0.001301
000002,20030707,1572.457,-0.000487
000002,20030708,1583.491,0.007017
000002,20030709,1574.358,-0.005768
000002,20030710,1604.415,0.019092
000002,20030711,1601.230,-0.001985
000002,20030714,1593.397,-0.004892
000002,20030715,1597.587,0.002630
000002,20030716,1601.981,0.002750
000002,20030717,1611.819,0.006141
000002,20030718,1578.095,-0.020923
000002,20030721,1566.315,-0.007465
000002,20030722,1568.972,0.001696
000002,20030723,1572.823,0.002454
000002,20030724,1563.653,-0.005830
000002,20030725,1546.975,-0.010666
000002,20030728,1539.321,-0.004948
000002,20030729,1546.562,0.004704
000002,20030730,1549.105,0.001644
000002,20030731,1546.138,-0.001915
000002,20030801,1546.488,0.000226
000002,20030804,1564.826,0.011858
000002,20030805,1564.879,0.000034
000002,20030806,1556.400,-0.005418
000002,20030807,1557.618,0.000783
000002,20030808,1540.794,-0.010801
000002,20030811,1544.468,0.002384
000002,20030812,1549.490,0.003252
000002,20030813,1535.406,-0.009089
000002,20030814,1525.046,-0.006747
000002,20030815,1519.280,-0.003781
000002,20030818,1514.817,-0.002938
000002,20030819,1519.692,0.003218
000002,20030820,1511.727,-0.005241
000002,20030821,1511.008,-0.000476
000002,20030822,1508.377,-0.001741
000002,20030825,1490.902,-0.011585
000002,20030826,1493.896,0.002008
000002,20030827,1494.053,0.000105
000002,20030828,1483.907,-0.006791
000002,20030829,1490.401,0.004376
000002,20030901,1519.474,0.019507
000002,20030902,1516.002,-0.002285
000002,20030903,1517.409,0.000928
000002,20030904,1517.078,-0.000218
000002,20030905,1500.569,-0.010882
000002,20030908,1494.568,-0.003999
000002,20030909,1488.688,-0.003934
000002,20030910,1491.927,0.002176
000002,20030911,1492.733,0.000540
000002,20030912,1477.190,-0.010412
000002,20030915,1464.960,-0.008279
000002,20030916,1473.779,0.006020
000002,20030917,1456.723,-0.011573
000002,20030918,1457.312,0.000404
000002,20030919,1458.263,0.000653
000002,20030922,1447.720,-0.007230
000002,20030923,1456.760,0.006244
000002,20030924,1460.958,0.002882
000002,20030925,1442.141,-0.012880
000002,20030926,1436.375,-0.003998
000002,20030929,1419.909,-0.011464
000002,20030930,1432.356,0.008766
000002,20031008,1436.968,0.003220
000002,20031009,1434.227,-0.001907
000002,20031010,1470.080,0.024998
000002,20031013,1465.658,-0.003008
000002,20031014,1453.377,-0.008379
000002,20031015,1448.144,-0.003601
000002,20031016,1429.781,-0.012680
000002,20031017,1435.151,0.003756
000002,20031020,1423.330,-0.008237
000002,20031021,1428.349,0.003526
000002,20031022,1463.619,0.024693
000002,20031023,1451.734,-0.008120
000002,20031024,1446.625,-0.003519
000002,20031027,1433.645,-0.008973
000002,20031028,1433.496,-0.000104
000002,20031029,1425.164,-0.005812
000002,20031030,1407.238,-0.012578
000002,20031031,1410.775,0.002513
000002,20031103,1426.225,0.010951
000002,20031104,1453.523,0.019140
000002,20031105,1448.483,-0.003467
000002,20031106,1418.268,-0.020860
000002,20031107,1395.772,-0.015862
000002,20031110,1401.348,0.003995
000002,20031111,1404.803,0.002465
000002,20031112,1377.607,-0.019359
000002,20031113,1379.514,0.001384
000002,20031114,1391.703,0.008836
000002,20031117,1388.511,-0.002294
000002,20031118,1376.704,-0.008503
000002,20031119,1400.147,0.017028
000002,20031120,1439.707,0.028254
000002,20031121,1424.020,-0.010896
000002,20031124,1468.810,0.031453
000002,20031125,1473.545,0.003224
000002,20031126,1477.303,0.002550
000002,20031127,1453.393,-0.016185
000002,20031128,1461.940,0.005881
000002,20031201,1499.336,0.025580
000002,20031202,1502.146,0.001874
000002,20031203,1512.449,0.006859
000002,20031204,1520.771,0.005502
000002,20031205,1519.082,-0.001111
000002,20031208,1503.861,-0.010020
000002,20031209,1511.067,0.004792
000002,20031210,1538.677,0.018272
000002,20031211,1539.516,0.000545
000002,20031212,1540.381,0.000562
000002,20031215,1539.904,-0.000310
000002,20031216,1535.718,-0.002718
000002,20031217,1522.633,-0.008520
000002,20031218,1526.246,0.002373
000002,20031219,1515.263,-0.007196
000002,20031222,1564.947,0.032789
000002,20031223,1572.927,0.005099
000002,20031224,1586.310,0.008508
000002,20031225,1585.326,-0.000620
000002,20031226,1587.676,0.001482
000002,20031229,1568.408,-0.012136
000002,20031230,1584.534,0.010282
000002,20031231,1569.127,-0.009723
000002,20040102,1590.284,0.013483
000002,20040105,1644.632,0.034175
000002,20040106,1651.311,0.004061
000002,20040107,1664.541,0.008012
000002,20040108,1687.602,0.013854
000002,20040109,1657.148,-0.018046
000002,20040112,1696.483,0.023737
000002,20040113,1690.194,-0.003707
000002,20040114,1668.925,-0.012584
000002,20040115,1662.693,-0.003734
000002,20040116,1677.285,0.008776
000002,20040129,1706.924,0.017671
000002,20040130,1666.689,-0.023572
000002,20040202,1701.605,0.020949
000002,20040203,1728.501,0.015806
